Customer ID,Customer Name,Gender,Age,City,State,Region,Membership Type,Segment
CUST00218,Divya Kulkarni,Female,20,Udaipur,Rajasthan,North,Gold,Corporate
CUST00219,Kavya Sharma,Female,33,Durgapur,West Bengal,East,Silver,Consumer
CUST00220,Aarav Nair,Male,73,Pune,Maharashtra,West,Silver,Corporate
CUST00221,Meera Gupta,Female,55,Varanasi,Uttar Pradesh,North,Silver,Consumer
CUST00222,Meera Iyer,Female,63,Durgapur,West Bengal,East,Silver,Consumer
CUST00223,Meera Iyer,Female,66,Rajkot,Gujarat,West,Gold,Consumer
CUST00224,Aditya Iyer,Male,68,Saket,Delhi,North,Gold,Home Office
CUST00225,Rohan Iyer,Male,57,Rohini,Delhi,North,Gold,Consumer
CUST00226,Ananya Joshi,Female,53,Ahmedabad,Gujarat,West,Silver,Consumer
CUST00227,Aarav Das,Male,51,Lucknow,Uttar Pradesh,North,Platinum,Consumer
CUST00228,Amit Singh,Male,23,Rajkot,Gujarat,West,Silver,Consumer
CUST00229,Vikram Das,Male,58,Siliguri,West Bengal,East,Silver,Consumer
CUST00230,Pooja Iyer,Female,56,Rohini,Delhi,North,Silver,Home Office
CUST00231,Rohan Gupta,Male,50,Rohini,Delhi,North,Silver,Consumer
CUST00232,Pooja Iyer,Female,48,Dwarka,Delhi,North,Silver,Consumer
CUST00233,Amit Nair,Male,24,Karol Bagh,Delhi,North,Gold,Home Office
CUST00234,Kavya Patel,Female,72,Dwarka,Delhi,North,Silver,Consumer
CUST00235,Karan Joshi,Male,65,Ajmer,Rajasthan,North,Silver,Consumer
CUST00236,Kavya Joshi,Female,48,Karol Bagh,Delhi,North,Silver,Corporate
CUST00237,Meera Joshi,Female,47,Ahmedabad,Gujarat,West,Gold,Consumer
CUST00238,Rahul Nair,Male,34,Saket,Delhi,North,Silver,Consumer
CUST00239,Rohan Singh,Male,72,Trichy,Tamil Nadu,South,Silver,Home Office
CUST00240,Arjun Joshi,Male,38,Karol Bagh,Delhi,North,Gold,Home Office
CUST00241,Neha Patel,Female,75,Dwarka,Delhi,North,Silver,Consumer
CUST00242,Aarav Verma,Male,38,Dwarka,Delhi,North,Silver,Home Office
CUST00243,Vivaan Singh,Male,47,Siliguri,West Bengal,East,Silver,Home Office
CUST00244,Rohan Patel,Male,32,Trichy,Tamil Nadu,South,Silver,Consumer
CUST00245,Karan Nair,Male,45,Kanpur,Uttar Pradesh,North,Silver,Consumer
CUST00246,Vikram Gupta,Male,42,Udaipur,Rajasthan,North,Platinum,Consumer
CUST00247,Divya Verma,Female,68,Rajkot,Gujarat,West,Platinum,Consumer
CUST00248,Ananya Gupta,Female,48,Coimbatore,Tamil Nadu,South,Silver,Consumer
CUST00249,Riya Verma,Female,73,Salem,Tamil Nadu,South,Silver,Consumer
CUST00250,Rohan Das,Male,73,Saket,Delhi,North,Silver,Consumer
CUST00251,Arjun Singh,Male,64,Lucknow,Uttar Pradesh,North,Silver,Consumer
CUST00252,Aisha Gupta,Female,21,Gandhinagar,Gujarat,West,Silver,Consumer
CUST00253,Karan Verma,Male,31,Vadodara,Gujarat,West,Silver,Corporate
CUST00254,Aditya Verma,Male,45,New Delhi,Delhi,North,Gold,Corporate
CUST00255,Neha Singh,Female,56,Salem,Tamil Nadu,South,Silver,Consumer
CUST00256,Amit Nair,Male,19,Udaipur,Rajasthan,North,Silver,Consumer
CUST00257,Suresh Kulkarni,Male,63,Siliguri,West Bengal,East,Silver,Corporate
CUST00258,Arjun Verma,Male,38,New Delhi,Delhi,North,Platinum,Consumer
CUST00259,Sneha Das,Female,57,Mumbai,Maharashtra,West,Gold,Consumer
CUST00260,Neha Nair,Female,29,Gandhinagar,Gujarat,West,Silver,Consumer
CUST00261,Ananya Gupta,Female,73,Kolkata,West Bengal,East,Gold,Corporate
CUST00262,Neha Patel,Female,31,Noida,Uttar Pradesh,North,Silver,Consumer
CUST00263,Meera Sharma,Female,45,Kolkata,West Bengal,East,Platinum,Consumer
CUST00264,Arjun Nair,Male,66,Chennai,Tamil Nadu,South,Silver,Corporate
CUST00265,Amit Verma,Male,60,Durgapur,West Bengal,East,Gold,Consumer
CUST00266,Vikram Patel,Male,74,Salem,Tamil Nadu,South,Silver,Consumer
CUST00267,Meera Iyer,Female,29,Kanpur,Uttar Pradesh,North,Silver,Consumer
CUST00268,Vikram Gupta,Male,74,Thane,Maharashtra,West,Gold,Consumer
CUST00269,Amit Iyer,Male,57,Coimbatore,Tamil Nadu,South,Gold,Home Office
CUST00270,Ananya Sharma,Female,62,Salem,Tamil Nadu,South,Gold,Consumer
CUST00271,Aditya Verma,Male,74,Mysuru,Karnataka,South,Silver,Consumer
CUST00272,Aarav Joshi,Male,42,Asansol,West Bengal,East,Gold,Consumer
CUST00273,Karan Gupta,Male,55,Coimbatore,Tamil Nadu,South,Silver,Consumer
CUST00274,Divya Verma,Female,25,Kolkata,West Bengal,East,Silver,Consumer
CUST00275,Aisha Gupta,Female,25,Belagavi,Karnataka,South,Gold,Corporate
CUST00276,Pooja Nair,Female,46,Mumbai,Maharashtra,West,Gold,Consumer
CUST00277,Priya Joshi,Female,21,Nashik,Maharashtra,West,Silver,Consumer
CUST00278,Priya Singh,Female,63,Mysuru,Karnataka,South,Gold,Consumer
CUST00279,Pooja Gupta,Female,60,Madurai,Tamil Nadu,South,Silver,Corporate
CUST00280,Aarav Gupta,Male,31,Dwarka,Delhi,North,Silver,Consumer
CUST00281,Suresh Patel,Male,57,Kanpur,Uttar Pradesh,North,Silver,Consumer
CUST00282,Aarav Sharma,Male,40,Rohini,Delhi,North,Silver,Consumer
CUST00283,Karan Sharma,Male,53,Howrah,West Bengal,East,Platinum,Consumer
CUST00284,Aisha Das,Female,51,Mumbai,Maharashtra,West,Silver,Home Office
CUST00285,Karan Verma,Male,43,Surat,Gujarat,West,Gold,Home Office
CUST00286,Rohan Verma,Male,68,Vadodara,Gujarat,West,Silver,Consumer
CUST00287,Aarav Das,Male,63,Mumbai,Maharashtra,West,Silver,Consumer
CUST00288,Suresh Patel,Male,40,Mangaluru,Karnataka,South,Silver,Consumer
CUST00289,Amit Verma,Male,61,Jaipur,Rajasthan,North,Platinum,Consumer
CUST00290,Aditya Nair,Male,54,Saket,Delhi,North,Gold,Corporate
CUST00291,Priya Kulkarni,Female,44,Noida,Uttar Pradesh,North,Gold,Consumer
CUST00292,Neha Gupta,Female,68,Kota,Rajasthan,North,Gold,Consumer
CUST00293,Kavya Nair,Female,56,Kota,Rajasthan,North,Gold,Consumer
CUST00294,Neha Kulkarni,Female,19,Coimbatore,Tamil Nadu,South,Silver,Home Office
CUST00295,Aarav Nair,Male,44,Udaipur,Rajasthan,North,Silver,Corporate
CUST00296,Ananya Das,Female,66,Coimbatore,Tamil Nadu,South,Silver,Consumer
CUST00297,Aarav Gupta,Male,43,Gandhinagar,Gujarat,West,Silver,Consumer
CUST00298,Suresh Kulkarni,Male,25,Siliguri,West Bengal,East,Gold,Consumer
CUST00299,Sneha Kulkarni,Female,58,New Delhi,Delhi,North,Gold,Home Office
CUST00300,Suresh Iyer,Male,22,Nagpur,Maharashtra,West,Silver,Home Office
CUST00301,Aisha Patel,Female,67,Hubli,Karnataka,South,Gold,Consumer
CUST00302,Sneha Joshi,Female,61,New Delhi,Delhi,North,Gold,Corporate
CUST00303,Vivaan Sharma,Male,23,Madurai,Tamil Nadu,South,Silver,Consumer
CUST00304,Priya Patel,Female,25,Udaipur,Rajasthan,North,Platinum,Consumer
CUST00305,Aditya Kulkarni,Male,56,Mysuru,Karnataka,South,Platinum,Consumer
CUST00306,Vivaan Verma,Male,26,Mumbai,Maharashtra,West,Gold,Consumer
CUST00307,Arjun Verma,Male,75,Gandhinagar,Gujarat,West,Silver,Corporate
CUST00308,Pooja Das,Female,44,Madurai,Tamil Nadu,South,Silver,Consumer
CUST00309,Aarav Das,Male,70,Durgapur,West Bengal,East,Gold,Consumer
CUST00310,Rohan Nair,Male,61,Dwarka,Delhi,North,Platinum,Consumer
CUST00311,Aarav Joshi,Male,35,Rohini,Delhi,North,Platinum,Consumer
CUST00312,Riya Nair,Female,45,Lucknow,Uttar Pradesh,North,Gold,Corporate
CUST00313,Sneha Gupta,Female,64,Durgapur,West Bengal,East,Silver,Consumer
CUST00314,Karan Iyer,Male,22,Bengaluru,Karnataka,South,Silver,Consumer
CUST00315,Suresh Patel,Male,44,Lucknow,Uttar Pradesh,North,Silver,Consumer
CUST00316,Priya Singh,Female,42,Mumbai,Maharashtra,West,Silver,Consumer
CUST00317,Aisha Joshi,Female,43,Trichy,Tamil Nadu,South,Gold,Consumer
CUST00318,Divya Das,Female,28,Jaipur,Rajasthan,North,Silver,Consumer
CUST00319,Priya Das,Female,55,Vadodara,Gujarat,West,Platinum,Consumer
CUST00320,Arjun Patel,Male,73,Chennai,Tamil Nadu,South,Silver,Consumer
CUST00321,Priya Joshi,Female,67,Salem,Tamil Nadu,South,Silver,Home Office
CUST00322,Arjun Gupta,Male,73,Pune,Maharashtra,West,Gold,Consumer
CUST00323,Divya Das,Female,30,Jaipur,Rajasthan,North,Silver,Consumer
